NamePublicationEnglish,WHOregionCode,ISO3countryCode,VaccineCode,Year,PerCentCoverage
Mozambique,AFRO,MOZ,HepB_BD,2017,
Mozambique,AFRO,MOZ,HepB_BDall,2017,
Mozambique,AFRO,MOZ,HepB3,2017,101
Mozambique,AFRO,MOZ,Hib3,2017,114
Mozambique,AFRO,MOZ,IPV1,2017,73
Mozambique,AFRO,MOZ,JapEnc,2017,
Mozambique,AFRO,MOZ,MCV1,2017,99
Mozambique,AFRO,MOZ,MCV2,2017,60
Mozambique,AFRO,MOZ,MenA,2017,
Mozambique,AFRO,MOZ,PAB_DTP1,2017,
Mozambique,AFRO,MOZ,PCV1,2017,108
Mozambique,AFRO,MOZ,PCV2,2017,100
Mozambique,AFRO,MOZ,PCV3,2017,99
Mozambique,AFRO,MOZ,Pol3,2017,92
Mozambique,AFRO,MOZ,RCV1,2017,
Mozambique,AFRO,MOZ,Rota1,2017,104
Mozambique,AFRO,MOZ,RotaC,2017,94
Mozambique,AFRO,MOZ,TT2plus,2017,86
Mozambique,AFRO,MOZ,VAD1,2017,
Mozambique,AFRO,MOZ,YFV,2017,
Marshall Islands (the),WPRO,MHL,BCG,2017,92.28515625
Marshall Islands (the),WPRO,MHL,DTP1,2017,86.59898477
Marshall Islands (the),WPRO,MHL,DTP3,2017,29.44162437
Marshall Islands (the),WPRO,MHL,DTP4,2017,54.47106955
Marshall Islands (the),WPRO,MHL,HepB_BD,2017,90.625
Marshall Islands (the),WPRO,MHL,HepB_BDall,2017,95.01953125
Marshall Islands (the),WPRO,MHL,HepB3,2017,29.54314721
Marshall Islands (the),WPRO,MHL,Hib3,2017,47.25274725
Marshall Islands (the),WPRO,MHL,IPV1,2017,84.97461929
Marshall Islands (the),WPRO,MHL,JapEnc,2017,
Marshall Islands (the),WPRO,MHL,MCV1,2017,60
Marshall Islands (the),WPRO,MHL,MCV2,2017,62.47808299
Marshall Islands (the),WPRO,MHL,MenA,2017,
Marshall Islands (the),WPRO,MHL,PAB_DTP1,2017,
Marshall Islands (the),WPRO,MHL,PCV1,2017,77.96954315
Marshall Islands (the),WPRO,MHL,PCV2,2017,45.68527919
Marshall Islands (the),WPRO,MHL,PCV3,2017,60.07326007
Marshall Islands (the),WPRO,MHL,Pol3,2017,28.3248731
Marshall Islands (the),WPRO,MHL,RCV1,2017,60
Marshall Islands (the),WPRO,MHL,Rota1,2017,70.55837563
Marshall Islands (the),WPRO,MHL,RotaC,2017,22.94416244
Marshall Islands (the),WPRO,MHL,TT2plus,2017,32.48730964
Marshall Islands (the),WPRO,MHL,VAD1,2017,
Marshall Islands (the),WPRO,MHL,YFV,2017,
Namibia,AFRO,NAM,BCG,2017,94
Namibia,AFRO,NAM,DTP1,2017,94
Namibia,AFRO,NAM,DTP3,2017,88
Namibia,AFRO,NAM,DTP4,2017,
Namibia,AFRO,NAM,HepB_BD,2017,
Namibia,AFRO,NAM,HepB_BDall,2017,
Namibia,AFRO,NAM,HepB3,2017,88
Namibia,AFRO,NAM,Hib3,2017,88
Namibia,AFRO,NAM,IPV1,2017,
Namibia,AFRO,NAM,JapEnc,2017,
Namibia,AFRO,NAM,MCV1,2017,80
Namibia,AFRO,NAM,MCV2,2017,32.2
Namibia,AFRO,NAM,MenA,2017,
Namibia,AFRO,NAM,PAB_DTP1,2017,75.3
Namibia,AFRO,NAM,PCV1,2017,73
Namibia,AFRO,NAM,PCV2,2017,70
Namibia,AFRO,NAM,PCV3,2017,67
Namibia,AFRO,NAM,Pol3,2017,83
Namibia,AFRO,NAM,RCV1,2017,80
Namibia,AFRO,NAM,Rota1,2017,90.2
Namibia,AFRO,NAM,RotaC,2017,86.3
Namibia,AFRO,NAM,TT2plus,2017,66
Namibia,AFRO,NAM,VAD1,2017,102
Namibia,AFRO,NAM,YFV,2017,
Nepal,SEARO,NPL,BCG,2017,91.31664019
Nepal,SEARO,NPL,DTP1,2017,90.73115691
Nepal,SEARO,NPL,DTP3,2017,86.49990624
Nepal,SEARO,NPL,DTP4,2017,
Nepal,SEARO,NPL,HepB_BD,2017,
Nepal,SEARO,NPL,HepB_BDall,2017,
Nepal,SEARO,NPL,HepB3,2017,86.49990624
Nepal,SEARO,NPL,Hib3,2017,86.49990624
Nepal,SEARO,NPL,IPV1,2017,16.1580885
Nepal,SEARO,NPL,JapEnc,2017,67.16920492
Nepal,SEARO,NPL,MCV1,2017,84.03712602
Nepal,SEARO,NPL,MCV2,2017,57.00726173
Nepal,SEARO,NPL,MenA,2017,
Nepal,SEARO,NPL,PAB_DTP1,2017,
Nepal,SEARO,NPL,PCV1,2017,88.20939562
Nepal,SEARO,NPL,PCV2,2017,85.6119847
Nepal,SEARO,NPL,PCV3,2017,77.7320817
Nepal,SEARO,NPL,Pol3,2017,85.93782305
Nepal,SEARO,NPL,RCV1,2017,84.03712602
Nepal,SEARO,NPL,Rota1,2017,
Nepal,SEARO,NPL,RotaC,2017,
Nepal,SEARO,NPL,TT2plus,2017,64.26438883
Nepal,SEARO,NPL,VAD1,2017,165.6984229
Nepal,SEARO,NPL,YFV,2017,
Netherlands (the),EURO,NLD,BCG,2017,
Netherlands (the),EURO,NLD,DTP1,2017,
Netherlands (the),EURO,NLD,DTP3,2017,93.85774301
Netherlands (the),EURO,NLD,DTP4,2017,92.62936187
Netherlands (the),EURO,NLD,HepB_BD,2017,98.51485149
Netherlands (the),EURO,NLD,HepB_BDall,2017,99.75247525
Netherlands (the),EURO,NLD,HepB3,2017,92.23886832
Netherlands (the),EURO,NLD,Hib3,2017,93.84847168
Netherlands (the),EURO,NLD,IPV1,2017,
Netherlands (the),EURO,NLD,JapEnc,2017,
Netherlands (the),EURO,NLD,MCV1,2017,92.91135274
Netherlands (the),EURO,NLD,MCV2,2017,90.10556843
Netherlands (the),EURO,NLD,MenA,2017,
Netherlands (the),EURO,NLD,PAB_DTP1,2017,
Netherlands (the),EURO,NLD,PCV1,2017,
Netherlands (the),EURO,NLD,PCV2,2017,
Netherlands (the),EURO,NLD,PCV3,2017,92.82199761
Netherlands (the),EURO,NLD,Pol3,2017,93.85774301
Netherlands (the),EURO,NLD,RCV1,2017,92.91135274
Netherlands (the),EURO,NLD,Rota1,2017,
Netherlands (the),EURO,NLD,RotaC,2017,
Netherlands (the),EURO,NLD,TT2plus,2017,
Netherlands (the),EURO,NLD,VAD1,2017,
Netherlands (the),EURO,NLD,YFV,2017,
New Zealand,WPRO,NZL,BCG,2017,3.480959571
New Zealand,WPRO,NZL,DTP1,2017,95.48629857
New Zealand,WPRO,NZL,DTP3,2017,93.67034765
New Zealand,WPRO,NZL,DTP4,2017,90.39490793
New Zealand,WPRO,NZL,HepB_BD,2017,0.536822681
New Zealand,WPRO,NZL,HepB_BDall,2017,0.55359839
New Zealand,WPRO,NZL,HepB3,2017,93.6392638
New Zealand,WPRO,NZL,Hib3,2017,93.31860941
New Zealand,WPRO,NZL,IPV1,2017,95.60408998
New Zealand,WPRO,NZL,JapEnc,2017,
New Zealand,WPRO,NZL,MCV1,2017,93.33212807
New Zealand,WPRO,NZL,MCV2,2017,90.14544465
New Zealand,WPRO,NZL,MenA,2017,
New Zealand,WPRO,NZL,PAB_DTP1,2017,
New Zealand,WPRO,NZL,PCV1,2017,95.76605317
New Zealand,WPRO,NZL,PCV2,2017,95.22944785
New Zealand,WPRO,NZL,PCV3,2017,94.27075665
New Zealand,WPRO,NZL,Pol3,2017,93.77832311
New Zealand,WPRO,NZL,RCV1,2017,93.33212807
New Zealand,WPRO,NZL,Rota1,2017,90.67321063
New Zealand,WPRO,NZL,RotaC,2017,89.23517382
New Zealand,WPRO,NZL,TT2plus,2017,35.44539507
New Zealand,WPRO,NZL,VAD1,2017,
New Zealand,WPRO,NZL,YFV,2017,
Nicaragua,AMRO,NIC,BCG,2017,112.3130619
Nicaragua,AMRO,NIC,DTP1,2017,109.3661482
Nicaragua,AMRO,NIC,DTP3,2017,108
Nicaragua,AMRO,NIC,DTP4,2017,101
Nicaragua,AMRO,NIC,HepB_BD,2017,
Nicaragua,AMRO,NIC,HepB_BDall,2017,
Nicaragua,AMRO,NIC,HepB3,2017,108
Nicaragua,AMRO,NIC,Hib3,2017,108
Nicaragua,AMRO,NIC,IPV1,2017,108
Nicaragua,AMRO,NIC,JapEnc,2017,
Nicaragua,AMRO,NIC,MCV1,2017,118.3129013
Nicaragua,AMRO,NIC,MCV2,2017,84.14639596
Nicaragua,AMRO,NIC,MenA,2017,
Nicaragua,AMRO,NIC,PAB_DTP1,2017,
Nicaragua,AMRO,NIC,PCV1,2017,109
Nicaragua,AMRO,NIC,PCV2,2017,106
Nicaragua,AMRO,NIC,PCV3,2017,108
Nicaragua,AMRO,NIC,Pol3,2017,107
Nicaragua,AMRO,NIC,RCV1,2017,118.3129013
Nicaragua,AMRO,NIC,Rota1,2017,109
Nicaragua,AMRO,NIC,RotaC,2017,106
Nicaragua,AMRO,NIC,TT2plus,2017,40.80245261
Nicaragua,AMRO,NIC,VAD1,2017,
Nicaragua,AMRO,NIC,YFV,2017,
Nigeria,AFRO,NGA,BCG,2017,96.05871638
Nigeria,AFRO,NGA,DTP1,2017,114
Nigeria,AFRO,NGA,DTP3,2017,106
Nigeria,AFRO,NGA,DTP4,2017,
Nigeria,AFRO,NGA,HepB_BD,2017,
Nigeria,AFRO,NGA,HepB_BDall,2017,66
Nigeria,AFRO,NGA,HepB3,2017,106
Nigeria,AFRO,NGA,Hib3,2017,106
Nigeria,AFRO,NGA,IPV1,2017,100
Nigeria,AFRO,NGA,JapEnc,2017,
Nigeria,AFRO,NGA,MCV1,2017,104
Nigeria,AFRO,NGA,MCV2,2017,
Nigeria,AFRO,NGA,MenA,2017,
Nigeria,AFRO,NGA,PAB_DTP1,2017,
Nigeria,AFRO,NGA,PCV1,2017,112
Nigeria,AFRO,NGA,PCV2,2017,95
Nigeria,AFRO,NGA,PCV3,2017,104
Nigeria,AFRO,NGA,Pol3,2017,106
Nigeria,AFRO,NGA,RCV1,2017,
Nigeria,AFRO,NGA,Rota1,2017,
Nigeria,AFRO,NGA,RotaC,2017,
Nigeria,AFRO,NGA,TT2plus,2017,60
Nigeria,AFRO,NGA,VAD1,2017,12
Nigeria,AFRO,NGA,YFV,2017,103
Niger (the),AFRO,NER,BCG,2017,99.23864266
Niger (the),AFRO,NER,DTP1,2017,99.83865396
Niger (the),AFRO,NER,DTP3,2017,93.29673625
Niger (the),AFRO,NER,DTP4,2017,
Niger (the),AFRO,NER,HepB_BD,2017,
Niger (the),AFRO,NER,HepB_BDall,2017,
Niger (the),AFRO,NER,HepB3,2017,93.29673625
Niger (the),AFRO,NER,Hib3,2017,93.29673625
Niger (the),AFRO,NER,IPV1,2017,92.15345717
Niger (the),AFRO,NER,JapEnc,2017,
Niger (the),AFRO,NER,MCV1,2017,91.84452695
Niger (the),AFRO,NER,MCV2,2017,51.84428019
Niger (the),AFRO,NER,MenA,2017,14.26403426
Niger (the),AFRO,NER,PAB_DTP1,2017,94
Niger (the),AFRO,NER,PCV1,2017,99.19089705
Niger (the),AFRO,NER,PCV2,2017,92.91197339
Niger (the),AFRO,NER,PCV3,2017,92.68400093
Niger (the),AFRO,NER,Pol3,2017,93.15816848
Niger (the),AFRO,NER,RCV1,2017,
Niger (the),AFRO,NER,Rota1,2017,95.56345835
Niger (the),AFRO,NER,RotaC,2017,89.38703689
Niger (the),AFRO,NER,TT2plus,2017,75.95222001
Niger (the),AFRO,NER,VAD1,2017,46.2428201
Niger (the),AFRO,NER,YFV,2017,89.52636394
Niue,WPRO,NIU,BCG,2017,84.21052632
Niue,WPRO,NIU,DTP1,2017,100
Niue,WPRO,NIU,DTP3,2017,100
Niue,WPRO,NIU,DTP4,2017,
Niue,WPRO,NIU,HepB_BD,2017,84
Niue,WPRO,NIU,HepB_BDall,2017,
Niue,WPRO,NIU,HepB3,2017,100
Niue,WPRO,NIU,Hib3,2017,100
Niue,WPRO,NIU,IPV1,2017,100
Niue,WPRO,NIU,JapEnc,2017,
Niue,WPRO,NIU,MCV1,2017,100
Niue,WPRO,NIU,MCV2,2017,100
Niue,WPRO,NIU,MenA,2017,
Niue,WPRO,NIU,PAB_DTP1,2017,
Niue,WPRO,NIU,PCV1,2017,100
Niue,WPRO,NIU,PCV2,2017,100
Niue,WPRO,NIU,PCV3,2017,100
Niue,WPRO,NIU,Pol3,2017,100
Niue,WPRO,NIU,RCV1,2017,100
Niue,WPRO,NIU,Rota1,2017,100
Niue,WPRO,NIU,RotaC,2017,100
Niue,WPRO,NIU,TT2plus,2017,
Niue,WPRO,NIU,VAD1,2017,
Niue,WPRO,NIU,YFV,2017,
Norway,EURO,NOR,BCG,2017,
Norway,EURO,NOR,DTP1,2017,100
Norway,EURO,NOR,DTP3,2017,96
Norway,EURO,NOR,DTP4,2017,94
Norway,EURO,NOR,HepB_BD,2017,
Norway,EURO,NOR,HepB_BDall,2017,
Norway,EURO,NOR,HepB3,2017,
Norway,EURO,NOR,Hib3,2017,96
Norway,EURO,NOR,IPV1,2017,100
Norway,EURO,NOR,JapEnc,2017,
Norway,EURO,NOR,MCV1,2017,96
Norway,EURO,NOR,MCV2,2017,91
Norway,EURO,NOR,MenA,2017,
Norway,EURO,NOR,PAB_DTP1,2017,
Norway,EURO,NOR,PCV1,2017,99
Norway,EURO,NOR,PCV2,2017,98
Norway,EURO,NOR,PCV3,2017,94
Norway,EURO,NOR,Pol3,2017,96
Norway,EURO,NOR,RCV1,2017,96
Norway,EURO,NOR,Rota1,2017,
Norway,EURO,NOR,RotaC,2017,
Norway,EURO,NOR,TT2plus,2017,
Norway,EURO,NOR,VAD1,2017,
Norway,EURO,NOR,YFV,2017,
Nauru,WPRO,NRU,BCG,2017,100
Nauru,WPRO,NRU,DTP1,2017,99.7
Nauru,WPRO,NRU,DTP3,2017,87.1
Nauru,WPRO,NRU,DTP4,2017,85
Nauru,WPRO,NRU,HepB_BD,2017,100
Nauru,WPRO,NRU,HepB_BDall,2017,100
Nauru,WPRO,NRU,HepB3,2017,87.1
Nauru,WPRO,NRU,Hib3,2017,87.1
Nauru,WPRO,NRU,IPV1,2017,99.7
Nauru,WPRO,NRU,JapEnc,2017,
Nauru,WPRO,NRU,MCV1,2017,95.2
Nauru,WPRO,NRU,MCV2,2017,94.8
Nauru,WPRO,NRU,MenA,2017,
Nauru,WPRO,NRU,PAB_DTP1,2017,
Nauru,WPRO,NRU,PCV1,2017,
Nauru,WPRO,NRU,PCV2,2017,
Nauru,WPRO,NRU,PCV3,2017,
Nauru,WPRO,NRU,Pol3,2017,87.1
Nauru,WPRO,NRU,RCV1,2017,95.2
Nauru,WPRO,NRU,Rota1,2017,
Nauru,WPRO,NRU,RotaC,2017,
Nauru,WPRO,NRU,TT2plus,2017,
Nauru,WPRO,NRU,VAD1,2017,
Nauru,WPRO,NRU,YFV,2017,
Oman,EMRO,OMN,BCG,2017,100
Oman,EMRO,OMN,DTP1,2017,99.99670475
Oman,EMRO,OMN,DTP3,2017,99.97034271
Oman,EMRO,OMN,DTP4,2017,99.84274417
Oman,EMRO,OMN,HepB_BD,2017,100
Oman,EMRO,OMN,HepB_BDall,2017,
Oman,EMRO,OMN,HepB3,2017,99.97034271
Oman,EMRO,OMN,Hib3,2017,99.97034271
Oman,EMRO,OMN,IPV1,2017,99.99670475
Oman,EMRO,OMN,JapEnc,2017,
Oman,EMRO,OMN,MCV1,2017,99.92193775
Oman,EMRO,OMN,MCV2,2017,99.8404815
Oman,EMRO,OMN,MenA,2017,
Oman,EMRO,OMN,PAB_DTP1,2017,100
Oman,EMRO,OMN,PCV1,2017,99.99670475
Oman,EMRO,OMN,PCV2,2017,99.99670475
Oman,EMRO,OMN,PCV3,2017,99.92193775
Oman,EMRO,OMN,Pol3,2017,99.97034271
Oman,EMRO,OMN,RCV1,2017,99.92193775
Oman,EMRO,OMN,Rota1,2017,
Oman,EMRO,OMN,RotaC,2017,
Oman,EMRO,OMN,TT2plus,2017,98.94002636
Oman,EMRO,OMN,VAD1,2017,99.92193775
Oman,EMRO,OMN,YFV,2017,
Pakistan,EMRO,PAK,BCG,2017,93
Pakistan,EMRO,PAK,DTP1,2017,95
Pakistan,EMRO,PAK,DTP3,2017,87
Pakistan,EMRO,PAK,DTP4,2017,
Pakistan,EMRO,PAK,HepB_BD,2017,
Pakistan,EMRO,PAK,HepB_BDall,2017,1.76
Pakistan,EMRO,PAK,HepB3,2017,87
Pakistan,EMRO,PAK,Hib3,2017,87
Pakistan,EMRO,PAK,IPV1,2017,77
Pakistan,EMRO,PAK,JapEnc,2017,
Pakistan,EMRO,PAK,MCV1,2017,89
Pakistan,EMRO,PAK,MCV2,2017,75
Pakistan,EMRO,PAK,MenA,2017,
Pakistan,EMRO,PAK,PAB_DTP1,2017,
Pakistan,EMRO,PAK,PCV1,2017,95
Pakistan,EMRO,PAK,PCV2,2017,89
Pakistan,EMRO,PAK,PCV3,2017,87
Pakistan,EMRO,PAK,Pol3,2017,87
Pakistan,EMRO,PAK,RCV1,2017,
Pakistan,EMRO,PAK,Rota1,2017,32
Pakistan,EMRO,PAK,RotaC,2017,24
Pakistan,EMRO,PAK,TT2plus,2017,62
Pakistan,EMRO,PAK,VAD1,2017,
Pakistan,EMRO,PAK,YFV,2017,
Panama,AMRO,PAN,BCG,2017,100
Panama,AMRO,PAN,DTP1,2017,103
Panama,AMRO,PAN,DTP3,2017,81
Panama,AMRO,PAN,DTP4,2017,95
Panama,AMRO,PAN,HepB_BD,2017,87
Panama,AMRO,PAN,HepB_BDall,2017,87
Panama,AMRO,PAN,HepB3,2017,81
Panama,AMRO,PAN,Hib3,2017,81
Panama,AMRO,PAN,IPV1,2017,103
Panama,AMRO,PAN,JapEnc,2017,
Panama,AMRO,PAN,MCV1,2017,98
Panama,AMRO,PAN,MCV2,2017,93
Panama,AMRO,PAN,MenA,2017,
Panama,AMRO,PAN,PAB_DTP1,2017,
Panama,AMRO,PAN,PCV1,2017,103
Panama,AMRO,PAN,PCV2,2017,97
Panama,AMRO,PAN,PCV3,2017,90
Panama,AMRO,PAN,Pol3,2017,81
Panama,AMRO,PAN,RCV1,2017,98
Panama,AMRO,PAN,Rota1,2017,103
Panama,AMRO,PAN,RotaC,2017,94
Panama,AMRO,PAN,TT2plus,2017,86
Panama,AMRO,PAN,VAD1,2017,2
Panama,AMRO,PAN,YFV,2017,92
Paraguay,AMRO,PRY,BCG,2017,84.05381001
Paraguay,AMRO,PRY,DTP1,2017,83.13252162
Paraguay,AMRO,PRY,DTP3,2017,79
Paraguay,AMRO,PRY,DTP4,2017,69.37705709
Paraguay,AMRO,PRY,HepB_BD,2017,52
Paraguay,AMRO,PRY,HepB_BDall,2017,52
Paraguay,AMRO,PRY,HepB3,2017,79
Paraguay,AMRO,PRY,Hib3,2017,79
Paraguay,AMRO,PRY,IPV1,2017,83.07749827
Paraguay,AMRO,PRY,JapEnc,2017,
Paraguay,AMRO,PRY,MCV1,2017,80.22854954
Paraguay,AMRO,PRY,MCV2,2017,70
Paraguay,AMRO,PRY,MenA,2017,
Paraguay,AMRO,PRY,PAB_DTP1,2017,
Paraguay,AMRO,PRY,PCV1,2017,97
Paraguay,AMRO,PRY,PCV2,2017,69
Paraguay,AMRO,PRY,PCV3,2017,78.34028487
Paraguay,AMRO,PRY,Pol3,2017,79
Paraguay,AMRO,PRY,RCV1,2017,81
Paraguay,AMRO,PRY,Rota1,2017,83.15438988
Paraguay,AMRO,PRY,RotaC,2017,81.06491344
Paraguay,AMRO,PRY,TT2plus,2017,
Paraguay,AMRO,PRY,VAD1,2017,
Paraguay,AMRO,PRY,YFV,2017,80
Peru,AMRO,PER,BCG,2017,84
Peru,AMRO,PER,DTP1,2017,90
Peru,AMRO,PER,DTP3,2017,83
Peru,AMRO,PER,DTP4,2017,72
Peru,AMRO,PER,HepB_BD,2017,75
Peru,AMRO,PER,HepB_BDall,2017,75
Peru,AMRO,PER,HepB3,2017,83
Peru,AMRO,PER,Hib3,2017,83
Peru,AMRO,PER,IPV1,2017,90
Peru,AMRO,PER,JapEnc,2017,
Peru,AMRO,PER,MCV1,2017,83
Peru,AMRO,PER,MCV2,2017,66
Peru,AMRO,PER,MenA,2017,
Peru,AMRO,PER,PAB_DTP1,2017,27
Peru,AMRO,PER,PCV1,2017,88
Peru,AMRO,PER,PCV2,2017,87
Peru,AMRO,PER,PCV3,2017,80
Peru,AMRO,PER,Pol3,2017,83
Peru,AMRO,PER,RCV1,2017,83
Peru,AMRO,PER,Rota1,2017,88
Peru,AMRO,PER,RotaC,2017,85
Peru,AMRO,PER,TT2plus,2017,46
Peru,AMRO,PER,VAD1,2017,
Peru,AMRO,PER,YFV,2017,63
Philippines (the),WPRO,PHL,BCG,2017,68
Philippines (the),WPRO,PHL,DTP1,2017,72
Philippines (the),WPRO,PHL,DTP3,2017,72
Philippines (the),WPRO,PHL,DTP4,2017,
Philippines (the),WPRO,PHL,HepB_BD,2017,55
Philippines (the),WPRO,PHL,HepB_BDall,2017,63
Philippines (the),WPRO,PHL,HepB3,2017,72
Philippines (the),WPRO,PHL,Hib3,2017,72
Philippines (the),WPRO,PHL,IPV1,2017,41
Philippines (the),WPRO,PHL,JapEnc,2017,
Philippines (the),WPRO,PHL,MCV1,2017,73
Philippines (the),WPRO,PHL,MCV2,2017,65
Philippines (the),WPRO,PHL,MenA,2017,
Philippines (the),WPRO,PHL,PAB_DTP1,2017,87
Philippines (the),WPRO,PHL,PCV1,2017,58
Philippines (the),WPRO,PHL,PCV2,2017,55
Philippines (the),WPRO,PHL,PCV3,2017,51
Philippines (the),WPRO,PHL,Pol3,2017,74
Philippines (the),WPRO,PHL,RCV1,2017,65
Philippines (the),WPRO,PHL,Rota1,2017,
Philippines (the),WPRO,PHL,RotaC,2017,
Philippines (the),WPRO,PHL,TT2plus,2017,
Philippines (the),WPRO,PHL,VAD1,2017,
Philippines (the),WPRO,PHL,YFV,2017,
Papua New Guinea,WPRO,PNG,BCG,2017,57.39866335
Papua New Guinea,WPRO,PNG,DTP1,2017,64.06276586
Papua New Guinea,WPRO,PNG,DTP3,2017,46.12458644
Papua New Guinea,WPRO,PNG,DTP4,2017,
Papua New Guinea,WPRO,PNG,HepB_BD,2017,27.52619453
Papua New Guinea,WPRO,PNG,HepB_BDall,2017,36.56749952
Papua New Guinea,WPRO,PNG,HepB3,2017,46.12458644
Papua New Guinea,WPRO,PNG,Hib3,2017,46.12458644
Papua New Guinea,WPRO,PNG,IPV1,2017,26.61347953
Papua New Guinea,WPRO,PNG,JapEnc,2017,
Papua New Guinea,WPRO,PNG,MCV1,2017,37.92607997
Papua New Guinea,WPRO,PNG,MCV2,2017,
Papua New Guinea,WPRO,PNG,MenA,2017,
Papua New Guinea,WPRO,PNG,PAB_DTP1,2017,
Papua New Guinea,WPRO,PNG,PCV1,2017,55.21807354
Papua New Guinea,WPRO,PNG,PCV2,2017,44.87191606
Papua New Guinea,WPRO,PNG,PCV3,2017,38.551848
Papua New Guinea,WPRO,PNG,Pol3,2017,43.77918518
Papua New Guinea,WPRO,PNG,RCV1,2017,37.92607997
Papua New Guinea,WPRO,PNG,Rota1,2017,
Papua New Guinea,WPRO,PNG,RotaC,2017,
Papua New Guinea,WPRO,PNG,TT2plus,2017,39.57211432
Papua New Guinea,WPRO,PNG,VAD1,2017,39.43510729
Papua New Guinea,WPRO,PNG,YFV,2017,
Poland,EURO,POL,BCG,2017,91.8
Poland,EURO,POL,DTP1,2017,
Poland,EURO,POL,DTP3,2017,96.4
Poland,EURO,POL,DTP4,2017,90.8
Poland,EURO,POL,HepB_BD,2017,
Poland,EURO,POL,HepB_BDall,2017,
Poland,EURO,POL,HepB3,2017,92.9
Poland,EURO,POL,Hib3,2017,96.4
Poland,EURO,POL,IPV1,2017,
Poland,EURO,POL,JapEnc,2017,
Poland,EURO,POL,MCV1,2017,94
Poland,EURO,POL,MCV2,2017,93
Poland,EURO,POL,MenA,2017,
Poland,EURO,POL,PAB_DTP1,2017,
Poland,EURO,POL,PCV1,2017,
Poland,EURO,POL,PCV2,2017,
Poland,EURO,POL,PCV3,2017,
Poland,EURO,POL,Pol3,2017,90.1
Poland,EURO,POL,RCV1,2017,94
Poland,EURO,POL,Rota1,2017,
Poland,EURO,POL,RotaC,2017,
Poland,EURO,POL,TT2plus,2017,
Poland,EURO,POL,VAD1,2017,
Poland,EURO,POL,YFV,2017,
Portugal,EURO,PRT,BCG,2017,
Portugal,EURO,PRT,DTP1,2017,
Portugal,EURO,PRT,DTP3,2017,
Portugal,EURO,PRT,DTP4,2017,
Portugal,EURO,PRT,HepB_BD,2017,
Portugal,EURO,PRT,HepB_BDall,2017,
Portugal,EURO,PRT,HepB3,2017,
Portugal,EURO,PRT,Hib3,2017,
Portugal,EURO,PRT,IPV1,2017,
Portugal,EURO,PRT,JapEnc,2017,
Portugal,EURO,PRT,MCV1,2017,
Portugal,EURO,PRT,MCV2,2017,
Portugal,EURO,PRT,MenA,2017,
Portugal,EURO,PRT,PAB_DTP1,2017,
Portugal,EURO,PRT,PCV1,2017,
Portugal,EURO,PRT,PCV2,2017,
Portugal,EURO,PRT,PCV3,2017,
Portugal,EURO,PRT,Pol3,2017,
Portugal,EURO,PRT,RCV1,2017,
Portugal,EURO,PRT,Rota1,2017,
Portugal,EURO,PRT,RotaC,2017,
Portugal,EURO,PRT,TT2plus,2017,
Portugal,EURO,PRT,VAD1,2017,
Portugal,EURO,PRT,YFV,2017,
Qatar,EMRO,QAT,BCG,2017,99
Qatar,EMRO,QAT,DTP1,2017,98.15944541
Qatar,EMRO,QAT,DTP3,2017,96.73136915
Qatar,EMRO,QAT,DTP4,2017,96.52686308
Qatar,EMRO,QAT,HepB_BD,2017,96.86308492
Qatar,EMRO,QAT,HepB_BDall,2017,96.86308492
Qatar,EMRO,QAT,HepB3,2017,96.73136915
Qatar,EMRO,QAT,Hib3,2017,96.73136915
Qatar,EMRO,QAT,IPV1,2017,98.15944541
Qatar,EMRO,QAT,JapEnc,2017,
Qatar,EMRO,QAT,MCV1,2017,99.4592721
Qatar,EMRO,QAT,MCV2,2017,93
Qatar,EMRO,QAT,MenA,2017,
Qatar,EMRO,QAT,PAB_DTP1,2017,
Qatar,EMRO,QAT,PCV1,2017,98
Qatar,EMRO,QAT,PCV2,2017,98
Qatar,EMRO,QAT,PCV3,2017,100
Qatar,EMRO,QAT,Pol3,2017,96.56845754
Qatar,EMRO,QAT,RCV1,2017,99.4592721
Qatar,EMRO,QAT,Rota1,2017,97.85441941
Qatar,EMRO,QAT,RotaC,2017,93
Qatar,EMRO,QAT,TT2plus,2017,
Qatar,EMRO,QAT,VAD1,2017,
Qatar,EMRO,QAT,YFV,2017,
Romania,EURO,ROU,BCG,2017,98
Romania,EURO,ROU,DTP1,2017,
Romania,EURO,ROU,DTP3,2017,87.5
Romania,EURO,ROU,DTP4,2017,
Romania,EURO,ROU,HepB_BD,2017,35.6
Romania,EURO,ROU,HepB_BDall,2017,
Romania,EURO,ROU,HepB3,2017,
Romania,EURO,ROU,Hib3,2017,87.5
Romania,EURO,ROU,IPV1,2017,
Romania,EURO,ROU,JapEnc,2017,
Romania,EURO,ROU,MCV1,2017,77
Romania,EURO,ROU,MCV2,2017,72.4
Romania,EURO,ROU,MenA,2017,
Romania,EURO,ROU,PAB_DTP1,2017,
Romania,EURO,ROU,PCV1,2017,
Romania,EURO,ROU,PCV2,2017,
Romania,EURO,ROU,PCV3,2017,
Romania,EURO,ROU,Pol3,2017,87.5
Romania,EURO,ROU,RCV1,2017,77
Romania,EURO,ROU,Rota1,2017,
Romania,EURO,ROU,RotaC,2017,
Romania,EURO,ROU,TT2plus,2017,
Romania,EURO,ROU,VAD1,2017,
Romania,EURO,ROU,YFV,2017,
